sample_id,P_aeruginosa,P_putida,P_fluorescens,P_stutzeri,P_syringae,P_mendocina,P_alcaligenes,P_chlororaphis,P_protegens,P_synxantha,P_koreensis,P_lundensis,P_plecoglossicida,P_fulva,P_knackmussii,P_monteilii,P_veronii,P_viridiflava,P_brassicacearum,P_trivialis,P_lini,P_rhodesiae,P_gessardii,P_putrefaciens,P_fuscovaginae,P_libanensis,P_entomophila,P_parafulva,P_resinovorans,P_resinicola,P_poe,P_simiae,P_coronafaciens,P_extremorientalis,P_marginalis,P_peli,P_brassicae,P_anguilliseptica,P_pristinamycinicus,P_citronellolis
Varanasi_Rice_Farm_20240215_rep5,698,321,726,1358,32,883,213,321,407,2,209,435,131,120,34,186,69,114,2,154,575,58,67,239,74,13,4,41,277,530,23,21,101,69,149,293,568,61,2,19
Varanasi_Rice_Farm_20240215_rep6,468,11,18,901,1923,46,996,72,20,1103,222,10,563,845,770,8,4,155,81,1767,47,201,170,8,271,18,132,26,142,22,198,63,224,136,743,24,48,197,49,163
Varanasi_Rice_Farm_20240315_rep1,574,0,28,273,1402,353,392,1378,326,3007,48,283,594,649,883,288,145,441,109,676,16,249,254,71,187,98,395,22,479,61,22,35,122,713,0,65,111,43,61,7
Varanasi_Rice_Farm_20240315_rep2,1061,425,1555,272,2,1591,1838,172,500,52,505,238,129,121,681,61,334,35,46,13,43,84,44,190,102,89,67,248,184,58,255,118,159,35,7,157,90,11,65,147
Varanasi_Rice_Farm_20240315_rep3,242,252,230,168,11,188,536,233,72,0,57,119,55,186,40,1,5,1,39,219,50,129,86,22,0,7,46,43,51,53,533,1,2,68,22,32,0,25,89,119
Varanasi_Rice_Farm_20240415_rep1,1276,1365,208,1493,403,1157,275,716,47,1,17,68,395,59,50,13,125,8,74,203,57,21,0,175,9,374,618,6,110,172,156,282,209,281,36,65,91,328,97,6
Varanasi_Rice_Farm_20240415_rep2,3949,3080,1925,745,13,1061,661,1149,656,321,29,75,40,21,40,87,260,399,105,325,269,352,1,117,66,26,592,1,265,122,44,21,123,98,483,248,209,465,198,531
Varanasi_Rice_Farm_20240415_rep3,491,1351,720,199,46,425,305,121,103,21,18,346,10,57,260,1,338,23,27,31,9,224,0,40,1,311,20,65,155,20,16,26,0,4,2,40,100,207,486,48
Varanasi_Rice_Farm_20240415_rep4,2015,1197,450,1231,120,728,720,505,1443,40,733,173,142,157,144,65,94,0,141,49,720,862,219,146,69,10,183,519,435,28,5,265,118,44,165,326,476,442,131,0
Varanasi_Rice_Farm_20240515_rep1,1147,2031,416,849,528,843,543,330,928,171,60,160,2,314,173,352,179,75,0,361,57,377,257,16,0,5,81,93,44,576,129,198,201,245,60,162,36,203,338,328
Varanasi_Rice_Farm_20240515_rep2,1121,1532,773,1331,20,673,564,604,77,255,401,67,560,23,151,91,288,127,243,489,8,107,255,425,91,75,61,103,10,76,210,111,181,39,16,75,236,40,235,288
Varanasi_Rice_Farm_20240515_rep3,1569,1557,2107,1355,14,1257,1888,1739,269,222,407,1702,11,463,1,302,5,123,240,90,220,603,50,2417,174,25,16,209,206,0,349,182,830,179,129,480,98,32,263,955
Varanasi_Rice_Farm_20240515_rep4,271,1031,606,233,287,866,307,331,128,448,35,147,94,64,48,29,84,102,67,45,112,8,124,27,36,131,2,0,46,6,3,27,6,0,0,256,3,91,18,40
Varanasi_Rice_Farm_20240515_rep5,2171,1051,688,881,128,719,2159,747,200,198,506,389,354,290,60,8,97,57,218,441,156,292,356,269,424,295,6,268,522,107,13,11,18,440,193,1,22,25,139,287
Coimbatore_Sugarcane_Field_20240115_rep1,42,13,344,63,3264,404,1711,3007,336,911,103,74,25,412,2910,33,1045,25,52,1156,15,376,186,554,72,33,511,370,1192,414,335,444,1027,271,96,20,657,54,865,220
Coimbatore_Sugarcane_Field_20240115_rep2,916,412,48,50,2661,425,71,11,161,891,308,173,31,2493,3161,24,616,2,268,1639,117,51,710,120,385,40,190,128,434,178,407,526,908,269,454,172,738,84,108,356
Coimbatore_Sugarcane_Field_20240115_rep3,148,750,739,1087,1268,1006,87,247,174,1445,294,121,2020,2134,3756,88,711,13,244,1003,1736,8,189,198,119,59,249,52,253,301,12,142,184,216,1268,264,0,21,3,55
Coimbatore_Sugarcane_Field_20240215_rep1,267,22,68,380,385,3,14,446,10,726,1,99,810,148,129,507,270,94,78,423,130,7,6,145,776,0,6,246,25,59,0,108,73,316,5,281,210,40,3,18
Coimbatore_Sugarcane_Field_20240215_rep2,2248,1691,1284,1402,34,188,825,1256,104,275,207,130,370,22,24,12,407,143,136,796,950,635,1965,67,355,1,254,3,511,196,61,107,309,309,74,25,7,39,52,274
Coimbatore_Sugarcane_Field_20240215_rep3,1243,1559,2283,945,14,3054,2333,2286,315,226,661,904,162,86,258,379,29,283,615,0,176,93,570,412,71,15,1,681,138,304,79,9,1073,86,63,656,165,452,402,1231
Coimbatore_Sugarcane_Field_20240315_rep1,323,682,1030,379,1036,909,5,141,645,1912,688,957,197,1579,1271,95,381,16,142,1787,351,61,52,499,3,1,408,1220,57,424,104,311,806,1756,0,45,1018,1696,263,162
Coimbatore_Sugarcane_Field_20240315_rep2,629,0,140,67,2868,26,13,35,88,3921,52,59,38,875,1163,611,3,241,110,967,0,203,10,1161,17,36,1445,79,480,1,16,28,60,135,78,389,1251,30,3196,251
Coimbatore_Sugarcane_Field_20240315_rep3,175,158,85,350,510,79,101,32,39,1286,458,367,406,2675,1355,963,243,219,537,809,1502,247,698,3,772,940,12,324,1311,357,34,806,3,19,268,240,736,399,9,15
Coimbatore_Sugarcane_Field_20240415_rep1,1166,95,503,305,3339,119,538,900,330,315,73,460,191,770,532,122,442,165,29,1401,674,4,910,1045,188,131,46,62,18,295,135,69,615,113,242,79,87,19,316,933
Coimbatore_Sugarcane_Field_20240415_rep2,0,1,650,3,2570,202,431,191,724,729,182,72,48,1980,3388,245,845,12,22,823,20,105,103,58,1491,330,829,1546,15,100,60,1343,70,122,316,206,253,879,84,286
Coimbatore_Sugarcane_Field_20240415_rep3,13,96,29,106,695,87,58,159,84,353,290,35,68,278,576,358,49,127,137,278,292,21,62,169,25,5,379,42,152,21,48,13,13,174,49,180,6,36,79,273
Coimbatore_Sugarcane_Field_20240415_rep4,379,793,114,207,1989,343,2609,314,270,1895,839,107,248,1737,3068,253,20,284,375,1814,220,140,80,237,125,1745,468,49,303,35,49,23,70,98,1883,21,507,145,25,83
Coimbatore_Sugarcane_Field_20240515_rep1,120,204,40,156,673,27,2,51,74,129,34,74,6,158,295,57,175,162,39,134,216,208,393,27,393,36,22,31,282,207,56,705,184,43,197,20,84,18,0,5
Coimbatore_Sugarcane_Field_20240515_rep2,231,2232,203,968,990,528,847,597,282,859,670,131,538,2648,852,354,5,18,143,634,75,33,0,419,81,1,146,205,381,385,457,637,94,1687,590,37,675,99,50,55
Coimbatore_Sugarcane_Field_20240515_rep3,71,0,300,400,1596,629,157,258,87,461,36,968,87,1421,764,1250,132,2,291,973,27,135,67,41,52,160,6,6,40,327,21,19,154,190,781,329,300,80,288,135
Coimbatore_Sugarcane_Field_20240515_rep4,66,14,65,157,361,459,50,511,10,341,364,502,1322,376,457,221,490,200,0,794,59,53,947,0,530,101,89,43,8,177,138,342,255,44,118,645,488,209,28,49
Nagpur_Cotton_Field_20240115_rep1,1794,3735,1312,2482,678,2618,526,987,194,379,302,141,406,638,492,323,0,53,456,14,947,67,30,35,360,8,1440,619,36,108,343,214,387,457,372,200,35,319,857,277
Nagpur_Cotton_Field_20240115_rep2,1655,2339,2945,930,304,775,745,201,264,109,1187,141,3,875,543,48,113,106,1047,112,748,0,435,393,17,11,271,44,1305,650,198,64,206,85,52,93,783,352,2,2571
Nagpur_Cotton_Field_20240115_rep3,2520,1590,2050,3017,52,832,584,506,587,893,381,447,200,18,792,19,403,90,1194,27,28,395,54,299,89,0,1067,55,40,5,44,1,616,180,547,946,399,2078,115,356
Nagpur_Cotton_Field_20240215_rep1,2165,659,615,2487,8,1847,2509,566,1,675,21,0,168,590,114,88,2125,48,848,311,174,819,6,284,58,340,30,114,274,24,450,1331,997,157,17,54,0,288,50,3376
Nagpur_Cotton_Field_20240215_rep2,54,71,3,38,104,53,106,149,108,423,31,39,340,180,284,10,254,147,184,354,59,15,17,0,182,128,15,47,73,236,7,148,21,4,100,0,0,35,5,75
Nagpur_Cotton_Field_20240215_rep3,384,127,66,223,22,289,355,112,148,44,2,72,127,176,19,12,169,26,7,1,74,218,74,65,217,10,0,13,103,10,1,44,40,53,89,6,35,6,0,0
Nagpur_Cotton_Field_20240215_rep4,825,1412,250,398,55,720,465,1136,27,21,226,47,142,20,72,133,535,13,146,16,53,1,121,60,3,127,239,121,63,37,155,116,1,71,163,43,80,299,197,8
Nagpur_Cotton_Field_20240315_rep1,3948,764,632,1105,72,1146,1804,954,64,78,10,40,805,342,1787,106,6,432,34,105,407,90,192,106,399,72,25,70,9,242,4,140,146,31,886,548,118,159,1,291
Nagpur_Cotton_Field_20240315_rep2,189,435,363,442,2,555,97,176,25,27,43,19,82,9,15,112,28,16,6,151,13,12,3,89,2,33,581,1,0,17,23,103,28,16,37,2,5,48,44,89
Nagpur_Cotton_Field_20240315_rep3,1101,2284,1591,2772,46,545,708,1742,57,37,5,199,0,432,1077,164,600,62,301,709,867,15,115,346,601,239,319,82,78,63,12,550,208,1441,96,2,508,19,1050,1141
Nagpur_Cotton_Field_20240315_rep4,2716,1601,1232,1807,68,284,1083,703,210,6,2,86,14,52,1050,1317,1,4,109,1135,375,614,47,295,87,111,39,2,603,836,305,1958,295,778,78,101,1477,86,515,1
Nagpur_Cotton_Field_20240315_rep5,2176,1227,1047,469,225,402,2073,1369,638,69,36,735,134,754,136,432,658,159,1397,719,12,244,81,31,150,561,87,1310,74,89,19,43,50,308,48,520,7,408,50,83
Nagpur_Cotton_Field_20240415_rep1,904,630,1088,945,61,1281,527,546,283,1,3,37,48,454,160,139,94,155,2,90,0,9,88,112,436,113,19,270,261,26,118,79,373,448,12,113,26,22,177,13
Nagpur_Cotton_Field_20240415_rep2,803,275,871,905,207,1575,127,1221,192,168,513,1,9,220,133,42,21,748,186,6,128,86,511,9,35,212,24,121,485,509,11,115,92,25,178,2,232,16,175,388
Nagpur_Cotton_Field_20240415_rep3,2050,1681,1206,1746,395,1056,1233,764,1571,48,177,25,517,270,100,627,443,125,603,806,18,46,627,28,43,14,32,489,5,328,248,11,68,76,198,66,6,303,89,35
Nagpur_Cotton_Field_20240515_rep1,1413,706,1670,2105,7,636,874,272,64,47,173,423,339,166,3,100,61,18,90,538,98,0,61,372,443,174,30,61,41,0,70,291,28,137,265,369,186,137,5,17
Nagpur_Cotton_Field_20240515_rep2,4467,941,1122,2195,212,1770,887,199,2283,59,801,368,2,97,303,750,112,636,426,87,303,674,9,27,12,3,265,186,212,63,31,320,380,82,25,261,53,135,783,8
Nagpur_Cotton_Field_20240515_rep3,380,736,307,502,36,195,415,234,244,12,0,90,5,27,142,7,44,148,95,109,27,112,17,7,87,2,27,171,19,40,181,15,268,30,105,8,36,40,0,90
Nagpur_Cotton_Field_20240515_rep4,1236,398,537,522,221,959,148,567,845,251,125,13,85,74,3,19,382,138,92,134,59,78,23,176,125,30,28,563,72,46,901,166,30,54,17,207,28,8,16,5
Nagpur_Cotton_Field_20240515_rep5,1211,390,462,898,33,64,941,282,158,36,5,39,18,96,134,140,365,78,85,3,16,448,80,69,253,30,31,66,111,354,35,297,20,3,425,4,4,408,11,105
Nagpur_Cotton_Field_20240515_rep6,401,268,730,0,2715,295,772,663,0,389,266,16,10,1033,1306,340,88,251,232,341,154,143,316,339,494,0,34,15,360,149,120,28,1117,13,892,18,506,1330,76,138
Jaipur_Mustard_Farm_20240115_rep1,47,27,57,198,2287,74,259,198,114,2834,216,769,509,1912,585,364,48,71,284,752,45,16,681,35,52,39,430,42,1,35,157,24,0,81,292,184,4,19,650,145
Jaipur_Mustard_Farm_20240115_rep2,959,401,1852,1690,203,1425,4444,811,39,312,251,112,20,233,404,68,127,596,5,248,170,134,35,39,8,221,244,185,96,356,44,2,555,7,312,70,195,65,40,130
Jaipur_Mustard_Farm_20240115_rep3,555,459,275,195,106,372,574,575,52,19,22,11,375,267,365,0,94,34,0,9,80,1,39,96,18,22,83,56,67,225,239,42,17,26,158,2,2,73,13,7
Jaipur_Mustard_Farm_20240115_rep4,1545,1373,2123,2370,55,1795,946,1091,3,214,110,249,1304,1259,26,19,82,69,0,48,56,491,16,41,217,80,583,245,388,24,56,1141,548,165,293,151,186,142,320,11
Jaipur_Mustard_Farm_20240115_rep5,29,325,162,72,44,125,316,2,11,412,83,397,7,318,510,77,20,14,169,401,6,112,68,142,93,88,82,2,34,57,268,12,22,272,52,27,204,11,24,17
Jaipur_Mustard_Farm_20240115_rep6,86,65,344,9,741,171,375,93,160,766,401,78,111,1106,521,2,30,2,3,995,46,112,60,193,89,42,416,52,62,324,154,188,119,29,544,142,175,28,63,297
Jaipur_Mustard_Farm_20240215_rep1,26,1043,512,42,356,893,14,41,293,2523,161,316,74,1614,1336,753,441,836,203,726,89,24,44,306,67,7,81,92,133,706,2990,299,200,66,23,228,28,951,19,453
Jaipur_Mustard_Farm_20240215_rep2,59,369,5,180,1601,4,158,77,151,1061,139,17,4,452,880,207,16,120,3,678,142,3,101,234,0,7,195,657,0,40,138,34,219,563,406,173,36,33,81,188
Jaipur_Mustard_Farm_20240215_rep3,202,500,405,266,766,135,210,1197,183,1967,200,256,455,1796,1087,44,67,46,16,136,70,230,52,113,280,817,607,124,16,308,163,55,73,15,352,82,356,363,43,220
Jaipur_Mustard_Farm_20240215_rep4,114,60,391,1370,920,84,131,436,27,379,274,1741,123,281,702,694,701,196,21,1129,0,57,19,0,17,9,49,11,1139,37,16,220,51,296,508,10,67,88,66,6
Jaipur_Mustard_Farm_20240315_rep1,2888,688,1459,914,19,1907,1018,145,772,50,1,918,313,149,418,4,294,32,37,816,237,23,409,71,580,208,2284,320,376,199,355,80,68,403,75,0,135,239,72,122
Jaipur_Mustard_Farm_20240315_rep2,164,18,33,200,1154,456,210,283,157,2477,5,140,296,1111,632,119,56,5,26,1354,286,109,537,695,5,15,38,1056,874,1957,0,1177,29,31,11,6,177,174,35,322
Jaipur_Mustard_Farm_20240315_rep3,2,30,810,0,691,5,2,613,0,2551,13,148,5,774,895,31,27,132,421,544,611,236,68,236,4,751,26,564,1,166,368,25,261,50,63,144,227,1014,212,13
Jaipur_Mustard_Farm_20240315_rep4,333,123,42,146,483,51,61,509,167,451,80,1,20,802,596,310,177,66,89,583,7,86,197,36,0,60,167,20,85,7,377,65,1,96,83,204,79,252,127,6
Jaipur_Mustard_Farm_20240415_rep1,1098,1276,2301,789,183,364,2083,1214,403,394,302,546,156,120,483,213,14,64,345,675,99,288,242,254,0,19,157,6,80,592,112,351,518,166,65,316,52,527,442,1116
Jaipur_Mustard_Farm_20240415_rep2,286,393,948,2,122,566,3,460,166,323,64,1286,86,395,1312,5,16,32,20,285,107,73,16,229,445,82,34,97,3,320,68,185,413,1096,58,50,36,190,189,422
Jaipur_Mustard_Farm_20240415_rep3,0,13,33,193,189,6,70,16,2,270,248,309,627,540,345,46,1348,124,733,1236,0,60,13,517,767,16,778,2,507,0,38,55,151,22,95,16,191,1,26,108
Jaipur_Mustard_Farm_20240415_rep4,135,23,289,45,932,54,1406,1,2306,954,92,58,254,1587,2151,193,175,1,12,1366,68,145,225,71,199,444,516,31,311,724,189,106,747,882,88,260,136,88,621,51
Jaipur_Mustard_Farm_20240515_rep1,0,17,27,99,372,230,89,8,28,417,25,73,134,610,539,329,3,88,61,1391,174,44,86,4,12,549,105,25,141,264,84,116,24,55,103,948,99,1,219,0
Jaipur_Mustard_Farm_20240515_rep2,50,0,222,27,471,98,227,116,112,556,0,0,284,118,285,150,14,0,779,265,1,4,1,103,38,106,0,276,7,55,73,30,218,25,117,67,418,7,23,101
Jaipur_Mustard_Farm_20240515_rep3,57,474,118,376,631,99,154,144,91,2016,66,374,96,2737,1166,485,9,1033,6,4552,222,236,287,89,65,34,325,465,365,4,5,92,52,1840,217,2,32,151,12,291
Assam_Tea_Plantation_20240115_rep1,14,750,346,75,620,181,21,142,101,1426,1,20,168,206,381,176,453,578,1031,638,67,577,35,576,1,2,80,38,0,63,273,12,185,365,1,243,18,36,345,2
Assam_Tea_Plantation_20240115_rep2,57,448,1500,828,1643,35,13,99,583,1557,133,29,62,4267,616,1119,319,372,622,1535,132,206,662,159,845,59,600,21,404,28,396,23,201,2,805,1430,24,407,873,28
Assam_Tea_Plantation_20240115_rep3,309,280,173,270,62,126,250,244,94,29,39,6,5,217,48,5,23,19,147,75,80,67,2,6,15,136,121,14,2,33,10,43,13,27,22,5,46,40,1,0
Assam_Tea_Plantation_20240215_rep1,15,58,24,64,321,51,0,0,1,99,32,9,16,437,119,165,5,4,26,97,64,105,15,38,45,235,346,16,55,0,184,78,36,134,44,26,0,24,70,88
Assam_Tea_Plantation_20240215_rep2,15,45,24,5,328,44,8,201,19,177,17,214,6,92,249,80,272,191,27,117,8,112,31,1,49,7,126,8,74,47,95,8,73,225,102,167,69,34,22,9
Assam_Tea_Plantation_20240215_rep3,41,149,40,6,686,15,51,1,317,859,14,137,219,1169,354,1,143,26,18,271,439,80,32,41,87,6,15,122,50,465,41,200,5,96,152,45,28,66,201,185
Assam_Tea_Plantation_20240215_rep4,2,5,73,208,245,154,47,1,479,351,54,195,164,241,283,143,28,68,36,326,17,30,104,248,56,0,14,13,32,309,90,62,89,5,0,14,16,174,22,469
Assam_Tea_Plantation_20240215_rep5,112,298,452,3,313,38,62,2,160,271,61,543,13,2520,1763,785,738,15,504,287,105,1,147,48,60,230,384,82,96,59,366,51,190,61,117,339,1,31,38,165
Assam_Tea_Plantation_20240215_rep6,0,3,42,25,1338,595,62,555,93,1525,198,136,482,2114,1670,11,20,38,15,1869,579,17,272,489,471,1,21,103,116,194,0,399,264,2,188,326,59,145,1629,548
Assam_Tea_Plantation_20240315_rep1,379,429,1330,32,1150,199,803,219,1211,2299,478,6,211,935,1598,935,504,17,107,1717,519,851,194,61,181,425,0,4,92,77,1354,1386,14,39,158,1849,324,561,701,482
Assam_Tea_Plantation_20240315_rep2,217,3,33,5,1081,46,496,22,111,975,3,753,190,654,439,4,65,278,679,408,3,88,809,187,94,2,10,96,49,32,777,88,433,53,79,12,6,28,17,124
Assam_Tea_Plantation_20240315_rep3,347,329,161,20,597,74,26,112,37,1286,7,307,94,657,267,156,80,2,218,1108,286,50,35,93,301,228,889,233,194,21,421,8,51,105,4,85,362,290,68,3
Assam_Tea_Plantation_20240315_rep4,7,1315,171,529,1090,464,1320,524,179,644,219,437,308,1681,714,432,1055,50,138,1668,658,906,143,0,28,202,8,166,371,921,266,1744,3131,6,802,45,675,1326,37,357
Assam_Tea_Plantation_20240315_rep5,28,179,3,3,247,1,21,55,19,248,50,51,216,69,199,0,221,7,55,513,4,22,2,9,0,0,132,1,0,288,25,27,76,22,204,51,24,41,17,7
Assam_Tea_Plantation_20240315_rep6,3861,1609,1703,1358,56,1221,1349,1436,740,2,557,112,1724,105,5,15,94,72,348,132,39,138,201,1137,1317,0,121,382,887,141,400,156,148,91,280,250,530,844,100,665
Assam_Tea_Plantation_20240415_rep1,212,2055,176,122,608,167,19,461,1,234,30,478,102,830,673,1152,207,130,68,1149,14,337,175,1403,1,717,224,1488,198,775,56,314,172,1517,620,262,232,122,40,520
Assam_Tea_Plantation_20240415_rep2,352,26,10,46,566,336,202,0,132,320,269,47,268,697,855,40,311,54,40,377,11,8,117,333,149,208,43,630,294,116,67,328,167,194,41,100,211,8,43,49
Assam_Tea_Plantation_20240415_rep3,19,9,5,26,634,0,58,71,274,827,58,14,447,241,493,215,23,523,8,204,103,68,48,51,308,14,111,102,127,322,37,40,59,193,214,27,122,35,62,90
Assam_Tea_Plantation_20240415_rep4,934,136,361,204,620,104,25,200,6,1708,733,22,180,453,850,609,224,42,53,812,973,132,1389,17,93,2,1124,4,41,155,152,38,44,417,243,104,9,122,2669,155
Assam_Tea_Plantation_20240415_rep5,2,348,272,5,93,0,40,424,52,402,70,274,126,1199,761,49,245,119,2,1832,612,233,657,173,663,62,524,53,78,600,111,139,1631,1,8,4,347,5,0,14
Assam_Tea_Plantation_20240515_rep1,26,6,108,742,1684,306,0,554,43,1328,120,226,338,2537,631,19,0,364,4,1007,934,10,170,34,76,416,52,7,602,48,533,16,0,136,75,586,609,872,102,1099
Assam_Tea_Plantation_20240515_rep2,130,29,20,339,1231,254,318,88,176,1287,125,262,1316,2001,195,257,95,362,383,1300,683,139,189,112,80,358,35,47,0,1333,18,258,125,15,319,708,9,87,29,29
Assam_Tea_Plantation_20240515_rep3,409,1166,347,53,1211,339,332,826,371,2688,127,75,313,1516,2003,11,196,206,133,628,22,16,142,0,51,67,137,712,587,1744,34,348,42,42,406,759,18,219,44,3
Assam_Tea_Plantation_20240515_rep4,159,15,0,7,1004,166,127,488,35,681,191,58,39,288,1645,108,54,103,99,374,0,277,266,114,14,64,0,65,174,9,167,66,140,5,54,76,10,782,65,86
Bhopal_Soybean_Zone_20240115_rep1,2223,1717,1472,1277,103,781,537,587,20,59,585,327,24,600,1,224,73,515,872,497,2357,622,184,5,20,70,0,283,21,9,161,903,211,3,319,328,659,686,230,179
Bhopal_Soybean_Zone_20240115_rep2,2036,1275,1509,1057,119,507,599,351,137,380,284,63,239,639,138,106,7,3,331,9,692,353,37,491,18,258,263,716,211,15,414,28,111,164,0,115,886,89,14,326
Bhopal_Soybean_Zone_20240115_rep3,2103,390,2282,1472,14,349,389,964,221,19,318,88,1,137,733,138,411,248,144,1,921,314,286,121,1,127,74,35,136,112,282,658,223,80,177,66,238,431,429,795
Bhopal_Soybean_Zone_20240115_rep4,997,177,995,777,7,1287,437,54,171,447,240,57,41,20,24,414,6,129,45,16,13,89,114,90,98,397,509,66,172,158,186,638,4,385,111,91,57,165,123,307
Bhopal_Soybean_Zone_20240215_rep1,17,22,85,234,633,91,466,12,28,389,1,46,21,641,541,142,14,6,23,1335,99,177,267,20,118,37,64,0,5,0,112,115,4,365,54,503,45,2,243,368
Bhopal_Soybean_Zone_20240215_rep2,1724,2635,3278,1708,312,2120,1419,1755,871,724,1262,188,235,173,99,293,217,246,539,5,28,123,241,21,33,18,1145,143,736,324,74,12,90,269,176,18,156,22,38,732
Bhopal_Soybean_Zone_20240215_rep3,71,67,44,26,1043,236,500,45,55,561,3,99,31,1056,895,0,37,114,63,537,5,7,124,138,1,15,156,91,188,0,123,220,45,193,27,76,96,6,65,204
Bhopal_Soybean_Zone_20240315_rep1,571,568,412,452,37,226,267,257,2,206,103,0,202,26,38,40,93,0,108,0,85,88,28,27,57,66,26,10,50,2,22,250,4,66,76,20,39,13,8,0
Bhopal_Soybean_Zone_20240315_rep2,1060,1445,213,1265,463,1926,1169,624,246,323,280,73,10,913,0,602,234,150,280,479,526,187,458,289,2,13,153,99,17,110,195,574,81,11,11,0,2,502,14,377
Bhopal_Soybean_Zone_20240315_rep3,1437,1499,703,542,2,1708,1223,1063,133,56,17,91,504,151,547,180,364,657,15,97,7,758,425,164,132,4,139,112,262,518,255,258,851,227,512,109,22,409,111,241
Bhopal_Soybean_Zone_20240315_rep4,3322,2676,707,2049,550,381,1048,904,268,880,2125,36,102,339,90,81,76,347,537,58,263,58,335,46,20,365,560,31,204,53,54,4,26,205,6,1301,272,244,88,222
Bhopal_Soybean_Zone_20240415_rep1,415,1,210,238,878,135,904,17,1036,663,125,146,74,1162,1099,239,630,158,428,1223,106,5,578,63,170,768,30,661,416,850,4,435,195,218,182,81,115,69,476,200
Bhopal_Soybean_Zone_20240415_rep2,68,193,69,94,913,1,5,77,215,852,171,23,176,2024,604,6,132,300,583,1701,2016,849,132,46,8,582,119,1233,1001,54,28,149,72,756,175,35,272,86,97,10
Bhopal_Soybean_Zone_20240415_rep3,419,1605,1555,921,45,910,179,1105,250,173,58,430,288,82,110,100,387,89,272,293,174,17,418,22,154,61,282,30,398,237,118,321,693,108,30,0,432,41,449,5
Bhopal_Soybean_Zone_20240415_rep4,1878,1673,1116,2189,42,983,753,1650,1130,79,19,548,10,524,349,560,252,61,17,428,89,1525,113,158,585,193,182,428,530,59,360,824,190,610,111,308,0,26,5,62
Bhopal_Soybean_Zone_20240415_rep5,1881,291,1726,326,141,749,343,1139,437,349,39,459,171,3,75,251,83,34,4,113,13,10,28,74,232,100,515,207,3,577,9,38,63,131,89,56,12,0,155,17
Bhopal_Soybean_Zone_20240515_rep1,407,11,55,4,1913,6,3,39,6,666,13,0,93,4538,1395,80,723,247,56,514,88,219,382,368,13,1002,285,312,16,881,116,532,84,3,85,17,1346,12,44,43
Bhopal_Soybean_Zone_20240515_rep2,1516,1782,1933,2325,52,1743,1003,162,103,176,102,653,324,503,119,34,81,340,241,4,633,83,834,17,461,39,23,5,14,43,71,114,287,122,122,118,72,426,144,448
Bhopal_Soybean_Zone_20240515_rep3,491,0,7,31,451,0,5,7,223,228,148,82,0,459,295,134,357,0,66,1414,45,155,349,279,118,877,23,49,130,14,377,163,271,9,43,304,483,125,125,1083
Bhopal_Soybean_Zone_20240515_rep4,2147,752,845,1293,99,1383,459,1098,73,37,6,54,0,92,20,260,11,605,0,63,437,8,378,13,210,132,17,66,35,46,117,35,53,43,203,239,162,87,373,785
Kerala_Paddy_Wetland_20240115_rep1,545,99,62,0,324,116,193,235,7,1123,21,82,488,162,1534,4,98,53,150,364,26,151,103,34,2,15,77,26,128,155,87,38,15,4,21,6,396,240,27,362
Kerala_Paddy_Wetland_20240115_rep2,14,198,598,20,707,751,78,74,95,839,13,67,586,779,473,255,0,171,43,801,7,37,64,100,153,10,20,321,73,792,115,46,4,707,18,53,8,207,58,247
Kerala_Paddy_Wetland_20240115_rep3,179,246,555,44,1689,71,372,18,259,346,84,47,455,1387,2233,200,17,65,32,509,456,319,165,35,980,157,264,266,42,22,2,173,33,123,1,160,23,37,26,10
Kerala_Paddy_Wetland_20240115_rep4,195,6,1,672,404,487,165,0,44,318,125,56,250,1146,347,2,36,65,14,296,82,89,330,116,170,39,1,7,11,12,212,350,45,385,100,56,1,11,26,723
Kerala_Paddy_Wetland_20240115_rep5,448,108,377,337,4312,1531,597,44,86,3037,895,362,318,2043,1120,147,118,77,242,969,495,29,364,1507,607,209,330,0,95,39,28,300,7,198,2,884,1021,34,426,173
Kerala_Paddy_Wetland_20240115_rep6,184,40,246,1728,691,59,25,2190,12,1169,655,100,507,1823,373,250,1080,580,865,2164,16,0,17,1281,372,285,28,542,8,688,175,253,1988,744,3,605,0,148,903,244
Kerala_Paddy_Wetland_20240215_rep1,97,439,2,13,195,575,619,753,40,1302,61,146,38,171,1115,11,31,91,18,349,88,1132,90,1016,246,32,267,28,338,73,114,163,379,253,6,347,278,61,104,230
Kerala_Paddy_Wetland_20240215_rep2,6,29,165,74,218,137,37,4,185,266,8,6,0,235,200,47,34,128,4,498,1,40,45,22,264,41,15,57,21,15,37,92,144,243,90,25,29,50,107,4
Kerala_Paddy_Wetland_20240215_rep3,100,72,27,5,172,67,368,19,53,970,34,99,329,142,74,96,64,13,96,858,8,114,0,0,16,4,66,82,44,6,18,6,0,41,175,285,79,223,65,11
Kerala_Paddy_Wetland_20240215_rep4,590,159,1047,193,1293,519,82,541,11,2664,99,257,618,3533,2027,30,24,529,1238,5969,29,0,540,0,16,8,33,554,12,271,157,247,2,10,313,15,0,627,701,22
Kerala_Paddy_Wetland_20240215_rep5,38,396,57,90,1139,405,0,110,94,234,11,4,421,399,798,65,9,142,9,83,232,147,80,4,59,1,76,69,43,498,47,13,171,67,39,220,4,559,0,210
